Learner 1,Learner 2,Learner 3,Learner 4,Learner 5,counter
0.0054310578809837,0.0399557201079069,0.0088684485260579,0.0359916626808753,0.0048121617956158,2
0.0062766359450452,0.058699829142496,0.003400884019186,0.0027230529727682,0.0047073835987763,3
0.0122490847145049,0.0256795113119999,-0.0074360419056211,0.0268007084591182,0.014132721253834,2
-0.0124015040867453,0.0217661107507087,0.0045771334656871,0.0165328256742847,0.0307607286688641,3
-0.0012651113892311,0.0123366744440862,0.0151038965438999,0.0125303727846632,0.0187173481497465,2
0.0037714768128358,0.0228848500706869,0.0002939833691981,0.0167989238557917,0.0124814089824714,3
-0.0050998532727764,0.0230158492469517,-0.0010264190126993,0.0019655905309402,0.0360132213911101,4
0.000824406026194,0.024204790399949,0.0123265298124393,0.0029645414604578,0.0104529481462434,3
-0.0020833832712824,0.0133577279261814,0.0065870967032374,0.0187841258166119,0.0137492357860187,4
-0.0009694422131131,0.0493994245705015,0.0104404966115838,-0.0069338705863073,-0.0021377143946218,4
0.0011252793327818,0.0226444363029071,0.0102777139581812,0.0246110099208054,-0.0100989053498485,3
-0.0100609155706617,0.024573542867062,0.0117679251213099,0.0058910951658962,0.0152677887981094,5
0.0153675952733104,0.0147707179128996,-0.0039336331715579,0.0054228644792382,0.0123765522999648,4
0.0117617510586234,0.0084559810347516,0.0112311984541371,0.0135943882475006,-0.0011332047596107,3
0.0083494791151648,-0.0003000703080314,-0.0042912777113261,0.0284552436276071,0.0005394932275671,3
0.0124296478257615,-0.0048627831926411,0.0020494510013536,-0.0015257560558474,0.0202290650458019,3
-0.0139983513094713,0.0181685990261931,0.0011773046342959,0.0122452065905812,0.0039099644656687,4
-0.0067788685616207,0.0168520982747248,0.0118902416739157,0.0016691458988353,-0.0022839292674401,4
-0.0032456265560187,-0.0037313546523285,0.0018407028696877,0.0052620640912489,0.0208554358383163,4
0.0013519041211706,0.008335371906175,-0.0035806945448305,0.0181067628361259,-0.0041316512124479,3
-0.0002091726468742,0.0148561106923431,0.0025364480810139,0.0036130289966695,-0.0018355383043597,5
-0.0044473236899195,0.0029872051857323,-0.0123956411923873,0.0077135298905197,0.0227788804753087,3
0.0161634199400793,0.0134631838600431,-0.0003704224827532,0.0002868324429525,-0.01339634546787,4
-0.0030270658305197,0.0104235170290341,0.0071128819316081,-0.0076123369843464,0.0092343858584923,5
0.0008823581779678,-0.0005665991841929,-0.0068175678869893,-0.0085495109816326,0.0297715155748936,3
0.0164351860762099,-0.0155122096616595,0.0099623584593036,0.0060853659194933,-0.0023013803732481,3
0.0001593865452313,-0.0076439051906652,0.0028907094674353,0.0041931973814854,0.0116241265544729,4
0.0008790110508023,-0.0116429184499025,-0.0089913000292953,0.0194877924777267,0.0087392112336697,3
-0.0028107392659426,0.0034734816470177,-0.006803097622737,0.0081938310655667,0.0049213378584138,4
0.0059247277279857,0.0004130557741759,0.0005491446381536,-0.0077445455558226,0.0044922469960475,4
0.0,0.0001547128352147,0.0,0.0008243268061131,0.0012947751347159,5
0.0,-2.927767404337089e-06,0.0,3.837556871981729e-05,0.0,5
0.0,-0.0006594898076838,0.0001750660142689,0.0005445407229321,-0.0002183293226204,5
-0.0002600170263708,-0.0002810790070478,1.177613080005635e-05,0.0001643345655239,1.6153029719090384e-05,5
-0.0010561710683999,0.0004297194438274,0.0023880012375529,-0.0003668596595534,-0.0021194451985369,5
-0.0061317939857212,-0.0101348989383911,0.0094110784393065,-0.0132504274115088,0.0191426033157022,4
0.0,-0.0003735138276708,0.0,-0.001147190029052,0.0,5
-0.0082754001951815,-7.45805248312692e-05,-0.0094171347159134,0.0045077914096091,0.0047361314120105,5
-0.0004649406885801,-0.010990816385092,0.0086010234704162,-0.0116305022578615,0.0005796852033945,5
0.0067417770910708,-0.0218839801135039,0.0061297552021178,0.0017648518325641,-0.0101964553743195,4
-0.0109638205077011,0.0115272497906996,-0.0117411629608993,-0.0021303078156322,-0.0059778415001693,5
